Store Name,Region,Brand,Category,Subcategory,Gender,MRP Bucket,Attribute 1,Attribute 2,Style,Season Tag,MRP,Size,EAN,Parent SKU,Store Stock,Distributed Stock,Post Distributed Stock,Reason,Replenishment Sales Qty,Initial Warehouse Stock,Remaining Warehouse Stock,Initial Planogram Gap,Remaining Planogram Gap
Navi Mumbai Nerul ( Shivam ),WEST,RAYBAN,FRAME,SHEET|FULL|ROUND,MALE,5490,,,SYS49208,,5490,FREE,SYS49208,RX5402I - Rayban - Male - 2000 - 50 - Full Frame - Round - Sheet,0,1,1,REPLENISH,1,1,0,99981,99979
Delhi Dwarka Sec 09,NORTH,MIRAFLEX,FRAME,SHEET|FULL|SQUARE,KIDS,2990,,,SYS119421,,2990,FREE,SYS119421,MF4021 - MiraFlex - Kids - M517 - 50 - Full Frame - Square - Sheet,0,1,1,REPLENISH,3,1,0,99985,99957
Hyderabad Kukatpally Nizampet X Roads,SOUTH,ADMYRA,FRAME,SHEET|FULL|ROUND,UNISEX,2490,,,SYS67831,,2490,FREE,SYS67831,AM 024 - Admyra - Unisex - Black - 48 - Full Frame - Round - Sheet,0,1,1,REPLENISH,1,1,0,99829,99826
Ranchi Kutchery Road,EAST,AVANTA KIDS,FRAME,TR|FULL|CAT EYE,KIDS,790,,,SYS153193,,790,FREE,SYS153193,AV TR9530 - Avanta Kids - Kids - Brown - 43 - Full Frame - Cat Eye - TR,0,1,1,REPLENISH,1,2,0,99937,99726
Delhi Safdarjung Enclave,NORTH,AVANTA,FRAME,METAL|SUPRA|RECTANGLE,MALE,890,,,SYS148043,,890,FREE,SYS148043,AV 31001 - Avanta - Male - Copper - 51 - Supra - Rectangle - Metal,0,1,1,REPLENISH,1,7,0,99883,99861
Greater Noida West Nirala Estate,NORTH,AVANTA KIDS,FRAME,PEDIATRIC|FULL|OVAL,KIDS,1690,,,SYS165244,,1690,FREE,SYS165244,AV ZC1603 - Avanta Kids - Kids - C1 - 44 - Full Frame - Oval - Pediatric,0,1,1,REPLENISH,1,2,0,99949,99945
Ghaziabad Nehru Nagar,NORTH,AVANTA,FRAME,SHEET|FULL|SQUARE,UNISEX,1890,,,SYS139942,,1890,FREE,SYS139942,AV 0047 - Avanta - Unisex - Black - 53 - Full Frame - Square - Sheet,1,1,2,REPLENISH,1,1,0,99771,99754
Siliguri Sevoke Road,WEST,ADMYRA,FRAME,SHEET|FULL|CAT EYE,FEMALE,2990,,,SYS115305,,2990,FREE,SYS115305,AM 101 - Admyra - Female - D/Brown - 53 - Full Frame - Cat Eye - Sheet,1,1,2,REPLENISH,1,39,0,99773,99726
Hyderabad Kukatpally Nizampet X Roads,SOUTH,AVANTA,FRAME,SHEET|FULL|CAT EYE,FEMALE,1490,,,SYS67565,,1490,FREE,SYS67565,AV 020 - Avanta - Female - Black - 50 - Full Frame - Cat Eye - Sheet,0,1,1,REPLENISH,1,1,0,99611,99452
Delhi Dwarka Sec 09,NORTH,AVANTA,FRAME,METAL|HALF|RECTANGLE,MALE,1790,,,SYS165483,,1790,FREE,SYS165483,AV 7233 - Avanta - Male - C1 - 52 - Half Frame - Rectangle - Metal,0,1,1,REPLENISH,1,2,0,99623,99603
Guwahati Rukminigaon TRC,EAST,ADMYRA,FRAME,SHEET|FULL|CAT EYE,FEMALE,2990,,,SYS115304,,2990,FREE,SYS115304,AM 101 - Admyra - Female - Black - 53 - Full Frame - Cat Eye - Sheet,0,1,1,REPLENISH,1,32,0,99939,99938
Prayagraj Tashkent Marg,NORTH,AVANTA,FRAME,TR|FULL|RECTANGLE,MALE,890,,,SYS167831,,890,FREE,SYS167831,AV 8016 - Avanta - Male - D.Grey - 51 - Full Frame - Rectangle - TR,0,1,1,REPLENISH,1,3,0,99551,99379
Gurgaon Sector 51 M2K,NORTH,ADMYRA,FRAME,SHEET|FULL|SQUARE,MALE,2490,,,SYS67559,,2490,FREE,SYS67559,AM 001 - Admyra - Male - MT.Black - 53 - Full Frame - Square - Sheet,1,1,2,REPLENISH,1,62,0,99858,99854
Delhi Dwarka Sec 09,NORTH,AVANTA,FRAME,METAL|HALF|RECTANGLE,MALE,1590,,,SYS165392,,1590,FREE,SYS165392,AV 56098 - Avanta - Male - C1 - 52 - Half Frame - Rectangle - Metal,0,1,1,REPLENISH,1,2,0,99623,99603
Delhi Dwarka Sec 09,NORTH,VOGUE JUNIOR,FRAME,SHEET|FULL|CAT EYE,KIDS,4190,,,SYS165557,,4190,FREE,SYS165557,VY2034 - Vogue Junior - Kids - 2966 - 51 - Full Frame - Cat Eye - Sheet,0,1,1,REPLENISH,1,2,0,99990,99981
Greater Noida West Nirala Estate,NORTH,AVANTA,FRAME,SHEET|FULL|CAT EYE,FEMALE,1090,,,SYS119563,,1090,FREE,SYS119563,AV 3584 - Avanta - Female - C8 - 51 - Full Frame - Cat Eye - Sheet,0,1,1,REPLENISH,1,1,0,99738,99712
Ajmer Ramganj,WEST,ADMYRA,FRAME,SHEET|FULL|ROUND,UNISEX,2990,,,SYS115310,,2990,FREE,SYS115310,AM 102 - Admyra - Unisex - Transparent - 49 - Full Frame - Round - Sheet,1,1,2,REPLENISH,1,2,0,99880,99773
Hyderabad Banjara Hills Dr Challa,SOUTH,ADMYRA,FRAME,SHEET|FULL|RECTANGLE,MALE,2190,,,SYS139936,,2190,FREE,SYS139936,AM 113 - Admyra - Male - D/Grey - 52 - Full Frame - Rectangle - Sheet,0,1,1,REPLENISH,1,16,0,99803,99802
Patiala Randhawa Eye,NORTH,ADMYRA,FRAME,SHEET|FULL|SQUARE,MALE,2490,,,SYS162287,,2490,FREE,SYS162287,AM 0128 - Admyra - Male - D/Brown - 55 - Full Frame - Square - Sheet,1,1,2,REPLENISH,1,25,0,99793,99789
Hyderabad Banjara Hills,SOUTH,AVANTA,FRAME,METAL|FULL|HEXAGON,FEMALE,1590,,,SYS165416,,1590,FREE,SYS165416,AV 69018 - Avanta - Female - C6 - 50 - Full Frame - Hexagon - Metal,0,1,1,REPLENISH,1,4,0,99857,99846
Bhopal Hoshangabad Road,WEST,AVANTA,FRAME,SHEET|FULL|ROUND,UNISEX,1190,,,SYS158413,,1190,FREE,SYS158413,AV 0068HD - Avanta - Unisex - Black - 48 - Full Frame - Round - Sheet,0,2,2,REPLENISH,2,87,0,99729,99695
Bhopal Hoshangabad Road,WEST,AVANTA,FRAME,SHEET|FULL|ROUND,UNISEX,1190,,,SYS158414,,1190,FREE,SYS158414,AV 0068HD - Avanta - Unisex - D/Wine - 48 - Full Frame - Round - Sheet,0,1,1,REPLENISH,1,100,0,99729,99695
Bhopal Hoshangabad Road,WEST,AVANTA,FRAME,SHEET|FULL|ROUND,UNISEX,1190,,,SYS158415,,1190,FREE,SYS158415,AV 0068HD - Avanta - Unisex - Transparent - 48 - Full Frame - Round - Sheet,0,1,1,REPLENISH,1,92,0,99729,99695
Bhopal Hoshangabad Road,WEST,AVANTA,FRAME,SHEET|FULL|ROUND,UNISEX,1190,,,SYS158416,,1190,FREE,SYS158416,AV 0068HD - Avanta - Unisex - D/Green - 48 - Full Frame - Round - Sheet,0,1,1,REPLENISH,1,27,0,99729,99695
Bhopal Hoshangabad Road,WEST,AVANTA,FRAME,SHEET|FULL|CAT EYE,FEMALE,1190,,,SYS158419,,1190,FREE,SYS158419,AV 0066 - Avanta - Female - D/Brown - 53 - Full Frame - Cat Eye - Sheet,1,1,2,REPLENISH,1,15,0,99729,99695
Bhopal Hoshangabad Road,WEST,AVANTA,FRAME,SHEET|FULL|CAT EYE,FEMALE,1190,,,SYS158411,,1190,FREE,SYS158411,AV 0072HD - Avanta - Female - Blue - 51 - Full Frame - Cat Eye - Sheet,0,2,2,REPLENISH,2,80,0,99729,99695
Bhopal Hoshangabad Road,WEST,AVANTA,FRAME,SHEET|FULL|ROUND,UNISEX,1190,,,SYS158417,,1190,FREE,SYS158417,AV 0068HD - Avanta - Unisex - Trans/Purple - 48 - Full Frame - Round - Sheet,0,1,1,REPLENISH,1,63,0,99729,99695
Bhopal Hoshangabad Road,WEST,AVANTA,FRAME,SHEET|FULL|RECTANGLE,MALE,1190,,,SYS158404,,1190,FREE,SYS158404,AV 0070HD - Avanta - Male - D/Brown - 54 - Full Frame - Rectangle - Sheet,0,1,1,REPLENISH,1,18,0,99729,99695
Bhopal Hoshangabad Road,WEST,AVANTA,FRAME,SHEET|FULL|SQUARE,MALE,1190,,,SYS158401,,1190,FREE,SYS158401,AV 0069HD - Avanta - Male - Grey - 52 - Full Frame - Square - Sheet,0,1,1,REPLENISH,1,1,0,99729,99695
Greater Noida West Nirala Estate,NORTH,MIRAFLEX,FRAME,SHEET|FULL|RECTANGLE,KIDS,2990,,,SYS119417,,2990,FREE,SYS119417,MF4024 - MiraFlex - Kids - M555 - 51 - Full Frame - Rectangle - Sheet,0,1,1,REPLENISH,1,1,0,99984,99950
Bhopal Hoshangabad Road,WEST,AVANTA,FRAME,SHEET|FULL|CAT EYE,FEMALE,1190,,,SYS158408,,1190,FREE,SYS158408,AV 0072HD - Avanta - Female - Black - 51 - Full Frame - Cat Eye - Sheet,0,1,1,REPLENISH,1,83,0,99729,99695
Bhopal Hoshangabad Road,WEST,AVANTA,FRAME,SHEET|FULL|CAT EYE,FEMALE,1190,,,SYS158409,,1190,FREE,SYS158409,AV 0072HD - Avanta - Female - Trans/Pink - 51 - Full Frame - Cat Eye - Sheet,0,2,2,REPLENISH,2,101,0,99729,99695
Bhopal Hoshangabad Road,WEST,AVANTA,FRAME,SHEET|FULL|CAT EYE,FEMALE,1190,,,SYS158410,,1190,FREE,SYS158410,AV 0072HD - Avanta - Female - Purple - 51 - Full Frame - Cat Eye - Sheet,0,1,1,REPLENISH,1,77,0,99729,99695
Bhopal Hoshangabad Road,WEST,AVANTA,FRAME,SHEET|FULL|RECTANGLE,MALE,1190,,,SYS158379,,1190,FREE,SYS158379,AV 0061 - Avanta - Male - D/Brown - 53 - Full Frame - Rectangle - Sheet,1,1,2,REPLENISH,2,129,0,99729,99695
Bhopal Hoshangabad Road,WEST,AVANTA,FRAME,SHEET|FULL|RECTANGLE,MALE,1190,,,SYS158381,,1190,FREE,SYS158381,AV 0061 - Avanta - Male - Trans/Grey - 53 - Full Frame - Rectangle - Sheet,0,1,1,REPLENISH,1,138,0,99729,99695
Bhopal Hoshangabad Road,WEST,AVANTA,FRAME,SHEET|FULL|SQUARE,MALE,1190,,,SYS158370,,1190,FREE,SYS158370,AV 0064 - Avanta - Male - D/Green - 54 - Full Frame - Square - Sheet,0,1,1,REPLENISH,1,68,0,99729,99695
Noida Spectrum Mall,NORTH,ADMYRA,FRAME,SHEET|FULL|ROUND,UNISEX,2990,,,SYS115313,,2990,FREE,SYS115313,AM 102 - Admyra - Unisex - D/Brown - 49 - Full Frame - Round - Sheet,2,0,2,REPLENISH,1,35,0,99740,99728
Noida Spectrum Mall,NORTH,ADMYRA,FRAME,SHEET|FULL|CAT EYE,FEMALE,2990,,,SYS115307,,2990,FREE,SYS115307,AM 101 - Admyra - Female - Trans/Green - 53 - Full Frame - Cat Eye - Sheet,1,1,2,REPLENISH,1,18,0,99740,99728
Bhopal Hoshangabad Road,WEST,AVANTA,FRAME,SHEET|FULL|RECTANGLE,MALE,1190,,,SYS158502,,1190,FREE,SYS158502,AV 0073 - Avanta - Male - D/Brown - 54 - Full Frame - Rectangle - Sheet,0,1,1,REPLENISH,1,2,0,99729,99695
Delhi Dwarka Sec 09,NORTH,AVANTA,FRAME,METAL|SUPRA|RECTANGLE,MALE,590,,,SYS164968,,590,FREE,SYS164968,AV 12896 - Avanta - Male - Gun - 51 - Supra - Rectangle - Metal,0,1,1,REPLENISH,1,6,0,99623,99603
Kanpur Mall Road,NORTH,AVANTA,FRAME,METAL|SUPRA|RECTANGLE,MALE,690,,,SYS143390,,690,FREE,SYS143390,AV 31004 - Avanta - Male - Gun - 51 - Supra - Rectangle - Metal,0,1,1,REPLENISH,1,11,0,99671,99632
Noida GaurCity,NORTH,TOMMY HILFIGER,FRAME,SHEET|FULL|RECTANGLE,MALE,7490,,,SYS60864,,7490,FREE,SYS60864,TH 6252 - Tommy Hilfiger - Male - C2 - 52 - Full Frame - Rectangle - Sheet,0,1,1,REPLENISH,1,1,0,99959,99953
Mumbai Ghatkopar Dr Mehta Eye,WEST,AVANTA KIDS,FRAME,PEDIATRIC|FULL|RECTANGLE,KIDS,1690,,,SYS105984,,1690,FREE,SYS105984,AV TR688 - Avanta Kids - Kids - C1 - 43 - Full Frame - Rectangle - Pediatric,0,1,1,REPLENISH,1,6,0,99880,99879
Panvel Laxmi Eye,WEST,AVANTA KIDS,FRAME,PEDIATRIC|FULL|RECTANGLE,KIDS,1690,,,SYS105982,,1690,FREE,SYS105982,AV TR688 - Avanta Kids - Kids - C8 - 43 - Full Frame - Rectangle - Pediatric,0,1,1,REPLENISH,1,2,0,99853,99519
Delhi Dwarka Sec 09,NORTH,AVANTA,FRAME,TR|FULL|SQUARE,MALE,790,,,SYS165211,,790,FREE,SYS165211,AV 66045 - Avanta - Male - MT.Brown - 50 - Full Frame - Square - TR,0,1,1,REPLENISH,1,1,0,99623,99603
Greater Noida West Nirala Estate,NORTH,AVANTA,FRAME,METAL|FULL|SQUARE,FEMALE,1190,,,SYS165362,,1190,FREE,SYS165362,AV 82002 - Avanta - Female - C7 - 51 - Full Frame - Square - Metal,0,1,1,REPLENISH,1,3,0,99738,99712
Delhi Dwarka Sec 09,NORTH,AVANTA KIDS,FRAME,PEDIATRIC|FULL|ROUND,KIDS,1190,,,SYS165293,,1190,FREE,SYS165293,AV 1511 - Avanta Kids - Kids - C4 - 48 - Full Frame - Round - Pediatric,0,1,1,REPLENISH,1,3,0,99927,99725
Jaipur Malviya Nagar,WEST,ADMYRA,FRAME,SHEET|FULL|SQUARE,MALE,2190,,,SYS142673,,2190,FREE,SYS142673,AM 109 - Admyra - Male - Black - 53 - Full Frame - Square - Sheet,1,1,2,REPLENISH,1,26,0,99823,99819
Panvel Laxmi Eye,WEST,RAYBAN,FRAME,SHEET|FULL|SQUARE,UNISEX,5990,,,SYS111345,,5990,FREE,SYS111345,RX7237I - Rayban - Unisex - 8335 - 53 - Full Frame - Square - Sheet,0,1,1,REPLENISH,1,1,0,99982,99970
Nashik Navkar Eye,WEST,ADMYRA,FRAME,SHEET|FULL|RECTANGLE,MALE,2190,,,SYS139936,,2190,FREE,SYS139936,AM 113 - Admyra - Male - D/Grey - 52 - Full Frame - Rectangle - Sheet,1,1,2,REPLENISH,1,16,0,99887,99884
Delhi Rajouri Garden,NORTH,AVANTA,FRAME,SHEET|FULL|CAT EYE,FEMALE,1190,,,SYS158409,,1190,FREE,SYS158409,AV 0072HD - Avanta - Female - Trans/Pink - 51 - Full Frame - Cat Eye - Sheet,0,2,2,REPLENISH,2,101,0,99860,99846
Delhi Rajouri Garden,NORTH,AVANTA,FRAME,SHEET|FULL|ROUND,UNISEX,1190,,,SYS158413,,1190,FREE,SYS158413,AV 0068HD - Avanta - Unisex - Black - 48 - Full Frame - Round - Sheet,0,1,1,REPLENISH,1,87,0,99860,99846
Delhi Rajouri Garden,NORTH,AVANTA,FRAME,SHEET|FULL|CAT EYE,FEMALE,1190,,,SYS158419,,1190,FREE,SYS158419,AV 0066 - Avanta - Female - D/Brown - 53 - Full Frame - Cat Eye - Sheet,0,1,1,REPLENISH,2,15,0,99860,99846
Delhi Rajouri Garden,NORTH,AVANTA,FRAME,SHEET|FULL|SQUARE,MALE,1190,,,SYS158370,,1190,FREE,SYS158370,AV 0064 - Avanta - Male - D/Green - 54 - Full Frame - Square - Sheet,0,1,1,REPLENISH,1,68,0,99860,99846
Delhi Dwarka Vegas Mall Sec 14,NORTH,RAYBAN,SUNGLASS,SHEET|FULL|RECTANGLE,MALE,10990,,,SYS162425,,10990,FREE,SYS162425,RB4396 - Rayban - Male - 667771 - 54 - Sunglass - Rectangle - Sheet,0,1,1,REPLENISH,1,4,0,99937,99926
Ghaziabad RDC,NORTH,ADMYRA,FRAME,SHEET|FULL|SQUARE,MALE,2490,,,SYS68052,,2490,FREE,SYS68052,AM 010 - Admyra - Male - Grey - 56 - Full Frame - Square - Sheet,1,1,2,REPLENISH,1,1,0,99726,99635
Srinagar Baghat Fazili,NORTH,ADMYRA,FRAME,SHEET|FULL|RECTANGLE,MALE,2190,,,SYS139936,,2190,FREE,SYS139936,AM 113 - Admyra - Male - D/Grey - 52 - Full Frame - Rectangle - Sheet,1,1,2,REPLENISH,1,16,0,99898,99895
Hyderabad Neo Retina (Abids),SOUTH,AVANTA,FRAME,METAL|SUPRA|RECTANGLE,MALE,890,,,SYS148043,,890,FREE,SYS148043,AV 31001 - Avanta - Male - Copper - 51 - Supra - Rectangle - Metal,0,1,1,REPLENISH,1,7,0,99826,99816
Agra Ashoka Plaza,NORTH,AVANTA,FRAME,SHEET|FULL|CAT EYE,FEMALE,1190,,,SYS158408,,1190,FREE,SYS158408,AV 0072HD - Avanta - Female - Black - 51 - Full Frame - Cat Eye - Sheet,0,2,2,REPLENISH,2,83,0,99786,99605
Agra Ashoka Plaza,NORTH,AVANTA,FRAME,SHEET|FULL|CAT EYE,FEMALE,1190,,,SYS158409,,1190,FREE,SYS158409,AV 0072HD - Avanta - Female - Trans/Pink - 51 - Full Frame - Cat Eye - Sheet,0,1,1,REPLENISH,1,101,0,99786,99605
Agra Ashoka Plaza,NORTH,AVANTA,FRAME,SHEET|FULL|ROUND,UNISEX,1190,,,SYS158414,,1190,FREE,SYS158414,AV 0068HD - Avanta - Unisex - D/Wine - 48 - Full Frame - Round - Sheet,0,1,1,REPLENISH,1,100,0,99786,99605
Agra Ashoka Plaza,NORTH,AVANTA,FRAME,SHEET|FULL|RECTANGLE,MALE,1190,,,SYS158379,,1190,FREE,SYS158379,AV 0061 - Avanta - Male - D/Brown - 53 - Full Frame - Rectangle - Sheet,0,1,1,REPLENISH,1,129,0,99786,99605
Agra Ashoka Plaza,NORTH,AVANTA,FRAME,SHEET|FULL|RECTANGLE,MALE,1190,,,SYS158387,,1190,FREE,SYS158387,AV 0067 - Avanta - Male - MT.D/Blue - 54 - Full Frame - Rectangle - Sheet,0,1,1,REPLENISH,1,1,0,99786,99605
Agra Ashoka Plaza,NORTH,AVANTA,FRAME,SHEET|FULL|RECTANGLE,MALE,1190,,,SYS158404,,1190,FREE,SYS158404,AV 0070HD - Avanta - Male - D/Brown - 54 - Full Frame - Rectangle - Sheet,0,1,1,REPLENISH,1,18,0,99786,99605
Kolkata AJC Bose Road,EAST,RAYBAN,FRAME,METAL|FULL|SQUARE,MALE,5690,,,SYS144504,,5690,FREE,SYS144504,RX6539I - Rayban - Male - 2501 - 54 - Full Frame - Square - Metal,1,1,2,REPLENISH,1,1,0,99969,99964
Gorakhpur Mughlaha,NORTH,AVANTA,FRAME,METAL|FULL|ROUND,FEMALE,1390,,,SYS165306,,1390,FREE,SYS165306,AV NSV6122 - Avanta - Female - C1 - 52 - Full Frame - Round - Metal,0,1,1,REPLENISH,1,5,0,99667,99643
Indore Vijay Nagar,NORTH,AVANTA,FRAME,SHEET|FULL|SQUARE,MALE,1190,,,SYS162645,,1190,FREE,SYS162645,AV 0063 - Avanta - Male - Black - 51 - Full Frame - Square - Sheet,0,1,1,REPLENISH,1,121,0,99661,99650
Indore Vijay Nagar,NORTH,AVANTA,FRAME,SHEET|FULL|SQUARE,MALE,1190,,,SYS162649,,1190,FREE,SYS162649,AV 0063 - Avanta - Male - Trans/Grey - 51 - Full Frame - Square - Sheet,0,1,1,REPLENISH,1,289,0,99661,99650
Indore Sapna Sangeeta Road,NORTH,ADMYRA,FRAME,SHEET|FULL|CAT EYE,FEMALE,2790,,,SYS162307,,2790,FREE,SYS162307,AM 0131 - Admyra - Female - D/Brown - 51 - Full Frame - Cat Eye - Sheet,1,1,2,REPLENISH,1,47,0,99893,99891
Jaipur Vaishali Nagar,WEST,AVANTA,FRAME,METAL|FULL|SQUARE,MALE,1390,,,SYS165302,,1390,FREE,SYS165302,AV AJ3001 - Avanta - Male - C2 - 51 - Full Frame - Square - Metal,0,1,1,REPLENISH,1,5,0,99897,99896
Patna Kankarbagh,NORTH,AVANTA,FRAME,METAL|FULL|SQUARE,MALE,990,,,SYS164813,,990,FREE,SYS164813,AV 7412205 - Avanta - Male - Black - 51 - Full Frame - Square - Metal,0,1,1,REPLENISH,1,8,0,99685,99544
Noida GaurCity,NORTH,RAYBAN,FRAME,METAL|FULL|SQUARE,MALE,6290,,,SYS78549,,6290,FREE,SYS78549,RX6514I - Rayban - Male - 2502 - 58 - Full Frame - Square - Metal,1,1,2,REPLENISH,1,2,0,99952,99943
Rewari Sector 5,NORTH,ADMYRA,FRAME,SHEET|FULL|SQUARE,MALE,2490,,,SYS67555,,2490,FREE,SYS67555,AM 001 - Admyra - Male - Black - 53 - Full Frame - Square - Sheet,1,1,2,REPLENISH,1,134,0,99706,99703
Jodhpur Sardarpura,WEST,AVANTA,FRAME,TR|FULL|ROUND,UNISEX,890,,,SYS166783,,890,FREE,SYS166783,AV 270814 - Avanta - Unisex - Purple - 48 - Full Frame - Round - TR,0,1,1,REPLENISH,1,3,0,99879,99867
Sikar Police Line Road I Max,WEST,RAYBAN,FRAME,SHEET|FULL|SQUARE,MALE,5490,,,SYS12270,,5490,FREE,SYS12270,RX7027I - Rayban - Male - 2000 - 54 - Full Frame - Square - Sheet,0,1,1,REPLENISH,1,5,0,99985,99984
Noida GaurCity,NORTH,RAYBAN,FRAME,SHEET|FULL|SQUARE,MALE,6290,,,SYS78170,,6290,FREE,SYS78170,RX7027I - Rayban - Male - 6750 - 54 - Full Frame - Square - Sheet,0,1,1,REPLENISH,1,1,0,99952,99943
Noida GaurCity,NORTH,VOGUE,SUNGLASS,SHEET|FULL|CAT EYE,FEMALE,3590,,,SYS78196,,3590,FREE,SYS78196,VO5534SI - Vogue - Female - W44/36 - 53 - Sunglass - Cat Eye - Sheet,0,1,1,REPLENISH,1,1,0,99968,99932
Vijayawada Mogalrajpuram,SOUTH,AVANTA,FRAME,TR|FULL|RECTANGLE,MALE,890,,,SYS167862,,890,FREE,SYS167862,AV 8021 - Avanta - Male - Trans/Grey - 50 - Full Frame - Rectangle - TR,0,1,1,REPLENISH,1,2,0,99730,99588
Vijayawada Mogalrajpuram,SOUTH,AVANTA,FRAME,TR|FULL|RECTANGLE,MALE,890,,,SYS167860,,890,FREE,SYS167860,AV 8021 - Avanta - Male - Blue - 50 - Full Frame - Rectangle - TR,0,1,1,REPLENISH,1,3,0,99730,99588
Vijayawada Mogalrajpuram,SOUTH,AVANTA,FRAME,TR|FULL|RECTANGLE,MALE,890,,,SYS167859,,890,FREE,SYS167859,AV 8021 - Avanta - Male - Brown - 50 - Full Frame - Rectangle - TR,0,1,1,REPLENISH,1,3,0,99730,99588
Kamothe Laxmi Eye,WEST,AVANTA,FRAME,METAL|SUPRA|RECTANGLE,MALE,790,,,SYS163621,,790,FREE,SYS163621,AV 56803 - Avanta - Male - Gold - 52 - Supra - Rectangle - Metal,0,1,1,REPLENISH,1,1,0,99673,99664
Jammu BC Road Rehari Chungi,NORTH,ADMYRA,FRAME,SHEET|FULL|RECTANGLE,MALE,2190,,,SYS139933,,2190,FREE,SYS139933,AM 113 - Admyra - Male - Black - 52 - Full Frame - Rectangle - Sheet,1,1,2,REPLENISH,1,2,0,99821,99778
Siliguri Sevoke Road,WEST,AVANTA,FRAME,SHEET|FULL|CAT EYE,FEMALE,1190,,,SYS158409,,1190,FREE,SYS158409,AV 0072HD - Avanta - Female - Trans/Pink - 51 - Full Frame - Cat Eye - Sheet,1,1,2,REPLENISH,4,101,0,99542,99467
Siliguri Sevoke Road,WEST,AVANTA,FRAME,SHEET|FULL|CAT EYE,FEMALE,1190,,,SYS158419,,1190,FREE,SYS158419,AV 0066 - Avanta - Female - D/Brown - 53 - Full Frame - Cat Eye - Sheet,0,1,1,REPLENISH,1,15,0,99542,99467
Siliguri Sevoke Road,WEST,AVANTA,FRAME,SHEET|FULL|ROUND,UNISEX,1190,,,SYS158414,,1190,FREE,SYS158414,AV 0068HD - Avanta - Unisex - D/Wine - 48 - Full Frame - Round - Sheet,0,1,1,REPLENISH,1,100,0,99542,99467
Siliguri Sevoke Road,WEST,AVANTA,FRAME,SHEET|FULL|ROUND,UNISEX,1190,,,SYS158413,,1190,FREE,SYS158413,AV 0068HD - Avanta - Unisex - Black - 48 - Full Frame - Round - Sheet,0,1,1,REPLENISH,1,87,0,99542,99467
Siliguri Sevoke Road,WEST,AVANTA,FRAME,SHEET|FULL|CAT EYE,FEMALE,1190,,,SYS158493,,1190,FREE,SYS158493,AV 0074 - Avanta - Female - D/Brown - 51 - Full Frame - Cat Eye - Sheet,0,1,1,REPLENISH,1,5,0,99542,99467
Siliguri Sevoke Road,WEST,AVANTA,FRAME,SHEET|FULL|CAT EYE,FEMALE,1190,,,SYS158495,,1190,FREE,SYS158495,AV 0074 - Avanta - Female - Teal - 51 - Full Frame - Cat Eye - Sheet,0,1,1,REPLENISH,1,10,0,99542,99467
Moradabad Kanth Road,NORTH,AVANTA,FRAME,METAL|HALF|RECTANGLE,MALE,1590,,,SYS165393,,1590,FREE,SYS165393,AV 56098 - Avanta - Male - C4 - 52 - Half Frame - Rectangle - Metal,0,1,1,REPLENISH,1,2,0,99743,99714
Noida MOI,NORTH,TOMMY HILFIGER,SUNGLASS,SHEET|FULL|SQUARE,MALE,7990,,,SYS68013,,7990,FREE,SYS68013,TH 2606 - Tommy Hilfiger - Male - C2 - 58 - Sunglass - Square - Sheet,0,1,1,REPLENISH,1,4,0,99967,99952
Bhopal Hoshangabad Road,WEST,AVANTA,FRAME,SHEET|FULL|SQUARE,MALE,1190,,,SYS162646,,1190,FREE,SYS162646,AV 0063 - Avanta - Male - D/Brown - 51 - Full Frame - Square - Sheet,0,1,1,REPLENISH,1,79,0,99729,99695
Bhopal Hoshangabad Road,WEST,AVANTA,FRAME,SHEET|FULL|SQUARE,MALE,1190,,,SYS162649,,1190,FREE,SYS162649,AV 0063 - Avanta - Male - Trans/Grey - 51 - Full Frame - Square - Sheet,0,1,1,REPLENISH,1,289,0,99729,99695
Bhopal Hoshangabad Road,WEST,AVANTA,FRAME,SHEET|FULL|SQUARE,MALE,1190,,,SYS162645,,1190,FREE,SYS162645,AV 0063 - Avanta - Male - Black - 51 - Full Frame - Square - Sheet,0,1,1,REPLENISH,1,121,0,99729,99695
Delhi Safdarjung Enclave,NORTH,VERSACE,FRAME,METAL|FULL|CAT EYE,FEMALE,17390,,,SYS56835,,17390,FREE,SYS56835,VE1233Q - Versace - Female - 1344 - 53 - Full Frame - Cat Eye - Metal,0,1,1,REPLENISH,1,2,0,99979,99960
Hyderabad Hayathnagar,SOUTH,AVANTA,FRAME,METAL|FULL|CAT EYE,FEMALE,1690,,,SYS117136,,1690,FREE,SYS117136,AV 9001 - Avanta - Female - C2 - 53 - Full Frame - Cat Eye - Metal,0,1,1,REPLENISH,1,1,0,99658,99640
Hyderabad Hayathnagar,SOUTH,AVANTA,FRAME,SHEET|FULL|CAT EYE,FEMALE,1190,,,SYS158409,,1190,FREE,SYS158409,AV 0072HD - Avanta - Female - Trans/Pink - 51 - Full Frame - Cat Eye - Sheet,0,1,1,REPLENISH,1,101,0,99658,99640
Noida GaurCity,NORTH,RAYBAN,FRAME,SHEET|FULL|RECTANGLE,MALE,4690,,,SYS12371,,4690,FREE,SYS12371,RX7127II - Rayban - Male - 2000 - 53 - Full Frame - Rectangle - Sheet,0,1,1,REPLENISH,1,1,0,99952,99943
