Barcode No.,Item Code,Item Name,Item Category,HSN Code,Quantity,MRP,Net Amount,Facility,Facility Name
2669255,SYS166283,BM580 - Baby Bee - Kids - Mix - 48 - Full Frame - Round - TR SHEET,frame,90031100,1,890.0,890.0,Siddipet Gandhi Chowk Krishna Sai,Siddipet Gandhi Chowk Krishna Sai
491618,SYS115977,VY2029 - Vogue Junior - Kids - 2582 - 47 - Full Frame - Round - Sheet,frame,90031100,1,3646.88,2552.64,Delhi Rohini Ring Road Mall,Delhi Rohini Ring Road Mall
494714,SYS107441,AM KD86005 - Admyra - Male - C2 - 53 - Half Frame - Rectangle - Metal,frame,90031100,1,2240.63,2170.87,Bhiwani Circular Road,Bhiwani Circular Road
2752623,SYS170536,AV 62005 - Avanta - Male - Transparent - 52 - Full Frame - Rectangle - TR,frame,90031100,1,790.0,671.5,Warangal Hanamkonda Kakathiya,Warangal Hanamkonda Kakathiya
2662991,SYS163206,AV 303035 - Avanta - Male - MT.Brown - 53 - Full Frame - Rectangle - TR,frame,90031100,1,990.0,792.0,Panchkula Sector 2,Panchkula Sector 2
2750602,SYS169625,S254707 - Soumount - Female - Mix - 48 - Full Frame - Cat Eye - TR,frame,90031100,1,990.0,928.13,Siddipet Gandhi Chowk Krishna Sai,Siddipet Gandhi Chowk Krishna Sai
855951,SYS62477,AV VS2584 - Avanta - Male - Gun - 51 - Full Frame - Square - Metal,Frame,90031100,1,365.63,299.27,Gwalior Lashkar Ratan Jyoti Netralaya,Gwalior Lashkar Ratan Jyoti Netralaya
2753317,SYS68469,AV TC311 - Avanta Kids - kids - C60 - 44 - Full Frame - Rectangle - Pediatric,Frame,90031100,1,1690.0,1435.52,Indore Vijay Nagar,Indore Vijay Nagar
2669002,SYS2859,SG Opt 4 - Transparent - Unisex - White - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,200.0,200.0,Kolkata AJC Bose Road,Kolkata AJC Bose Road
2670445,SYS166453,OB 6819P - OMBRA - Male - C5 - 55 - Sunglass - Rectangle - Sheet,goggles,90041000,1,1390.0,1251.0,Bhubneshwar Nayapalli,Bhubneshwar Nayapalli
2750678,SYS158492,AV 0074 - Avanta - Female - Pink - 51 - Full Frame - Cat Eye - Sheet,frame,90031100,1,1190.0,968.96,Panvel Laxmi Eye,Panvel Laxmi Eye
834483,SYS68060,AV 025 - Avanta - Female - Black - 51 - Full Frame - Cat Eye - Sheet,frame,90031100,1,553.13,526.49,Bhiwani Circular Road,Bhiwani Circular Road
2675495,SYS168679,AV PS-013 - Avanta - Unisex - Black - 52 - Full Frame - Square - TR,Frame,90031100,1,990.0,805.26,Gwalior Lashkar Ratan Jyoti Netralaya,Gwalior Lashkar Ratan Jyoti Netralaya
2669268,SYS166296,S1311916 - Stingg - Female - Mix - 48 - Full Frame - Round - TR,frame,90031100,1,890.0,797.01,Siddipet Gandhi Chowk Krishna Sai,Siddipet Gandhi Chowk Krishna Sai
2753073,SYS170986,AV 31007 - Avanta - Male - Purple - 48 - Full Frame - Rectangle - Metal,frame,90031100,1,790.0,645.3,Mumbai Chembur Rushab Eye,Mumbai Chembur Rushab Eye
2676082,SYS158417,AV 0068HD - Avanta - Unisex - Trans/Purple - 48 - Full Frame - Round - Sheet,frame,90031100,1,1190.0,952.0,Bhiwani Circular Road,Bhiwani Circular Road
2669535,SYS76789,OY8007 - Oakley Youth - kids - 800701 - 48 - Full Frame - Square - Sheet,frame,90031100,1,5890.0,2945.0,Gurgaon Sector 51 M2K,Gurgaon Sector 51 M2K
969662,SYS157863,AV 35227 - Avanta - Female - MT Grey - 49 - Full Frame - Cat Eye - TR,frame,90031100,1,928.13,742.5,Panvel Laxmi Eye,Panvel Laxmi Eye
2664680,SYS2856,SG Opt 1 - Dark cataract - Unisex - Black - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,125.0,125.0,Panchkula Sector 2,Panchkula Sector 2
2754527,SYS43446,VO4184I - Vogue - Female - 280 - 50 - Half Frame - Cat Eye - Metal,Frame,90031100,1,4490.0,3592.0,Noida Spectrum Mall,Noida Spectrum Mall
2672614,SYS167003,AV 250903 - Avanta - Unisex - Black - 46 - Full Frame - Round - TR,frame,90031100,1,990.0,693.0,Hisar Red Square Market,Hisar Red Square Market
2663911,SYS164047,AV 169405 - Avanta Kids - Kids - C5 - 43 - Full Frame - Hexagon - TR,frame,90031100,1,890.0,623.0,Hisar Red Square Market,Hisar Red Square Market
507515,SYS158370,AV 0064 - Avanta - Male - D/Green - 54 - Full Frame - Square - Sheet,Frame,90031100,1,1116.0,1003.6,Greater Noida West Nirala Estate,Greater Noida West Nirala Estate
2676217,SYS2856,SG Opt 1 - Dark cataract - Unisex - Black - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,125.0,125.0,Vijayawada Mogalrajpuram,Vijayawada Mogalrajpuram
2752072,SYS170061,AV 65805 - Avanta - Female - Gold - 51 - Half Frame - Rectangle - Metal,frame,90031100,1,890.0,890.0,Warangal Hanamkonda Kakathiya,Warangal Hanamkonda Kakathiya
2658920,SYS162428,RY1950 - Rayban Junior - Kids - 7203 - 46 - Full Frame - Cat Eye - Sheet,frame,90031100,1,4790.0,3833.92,Delhi Safdarjung Enclave,Delhi Safdarjung Enclave
2749926,SYS162049,VO5676 - Vogue - Female - 2726 - 51 - Full Frame - Cat Eye - Sheet,frame,90031100,1,6090.0,5526.31,Ahemdabad CG Road,Ahemdabad CG Road
2658447,SYS162313,AM 0132 - Admyra - Female - Pink - 52 - Full Frame - Cat Eye - Sheet,frame,90031100,1,2790.0,2531.76,Ahemdabad CG Road,Ahemdabad CG Road
2669000,SYS2856,SG Opt 1 - Dark cataract - Unisex - Black - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,125.0,125.0,Guwahati Bhangagarh,Guwahati Bhangagarh
2751343,SYS92215,SI/30174 - Stepper - Female - F300 - 54 - Full Frame - Cat Eye - Sheet,frame,90031100,1,9790.0,8114.03,Delhi Dwarka Sec 09,Delhi Dwarka Sec 09
2672771,SYS167160,AV M101 - Avanta - Male - Trans/Grey - 50 - Full Frame - Rectangle - TR,Frame,90031100,1,390.0,314.09,Gwalior Lashkar Ratan Jyoti Netralaya,Gwalior Lashkar Ratan Jyoti Netralaya
2753717,SYS2857,SG Opt 2 - Dark cataract - Unisex - Black - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,200.0,200.0,Jodhpur Sardarpura,Jodhpur Sardarpura
2674990,SYS158389,AV 0065 - Avanta - Male - D/Brown - 52 - Full Frame - Rectangle - Sheet,frame,90031100,1,1190.0,1190.0,Jodhpur Pal Road Paliwal Eye,Jodhpur Pal Road Paliwal Eye
878531,SYS119308,Oscar - Lindberg - Male - U13 - 53 - Full Frame - Square - Titanium,Frame,90031100,1,60000.0,42201.83,Gurgaon Sec 29,Gurgaon Sec 29
2669000,SYS2856,SG Opt 1 - Dark cataract - Unisex - Black - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,125.0,125.0,Guwahati Bhangagarh,Guwahati Bhangagarh
2753717,SYS2857,SG Opt 2 - Dark cataract - Unisex - Black - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,200.0,200.0,Jaipur Malviya Nagar,Jaipur Malviya Nagar
2753716,SYS2856,SG Opt 1 - Dark cataract - Unisex - Black - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,125.0,125.0,Hyderabad Neo Retina (Abids),Hyderabad Neo Retina (Abids)
2753360,SYS171137,AV 75003 - Avanta - Unisex - Blk/Blue - 52 - Full Frame - Rectangle - TR,frame,90031100,1,890.0,801.42,Vijayawada Mogalrajpuram,Vijayawada Mogalrajpuram
2754954,SYS171758,AV 259058 - Avanta - Unisex - Pink - 47 - Full Frame - Round - TR,frame,90031100,1,890.0,712.0,Rewari Sector 5,Rewari Sector 5
637671,SYS76562,AV N6166 - Avanta - Male - C2 Gun - 54 - Half Frame - Square - Metal,frame,90031100,1,553.13,494.9,Jaipur Malviya Nagar,Jaipur Malviya Nagar
2750680,SYS158494,AV 0074 - Avanta - Female - Wine - 51 - Full Frame - Cat Eye - Sheet,frame,90031100,1,1190.0,1011.58,Patna RPS Mod,Patna RPS Mod
2750575,SYS169600,WBAY9901 - Wego Kids - Female - Mix - 46 - Half Frame - Rectangle - Metal,frame,90031100,1,790.0,734.88,Siddipet Gandhi Chowk Krishna Sai,Siddipet Gandhi Chowk Krishna Sai
2752542,SYS170482,AV 92604 - Avanta - Male - MT.Blk/White - 52 - Full Frame - Square - TR,frame,90031100,1,690.0,586.5,Indirapuram Shakti Khand Eros Market,Indirapuram Shakti Khand Eros Market
501423,SYS106009,AV TC299 - Avanta Kids - kids - C22 - 48 - Full Frame - Rectangle - Pediatric,frame,90031100,1,1584.38,1346.72,Dombivli (East) Laxmi Eye,Dombivli (East) Laxmi Eye
2668589,SYS152610,RX7185 - Rayban - Male - 5943 - 50 - Full Frame - Square - Sheet,frame,90031100,1,7190.0,6868.28,Srinagar Baghat Fazili,Srinagar Baghat Fazili
288222,SYS46828,AM 012 - Admyra - Male - C3 - 51 - Full Frame - Square - Sheet,frame,90031100,1,1021.88,1021.88,Jaipur Malviya Nagar,Jaipur Malviya Nagar
2675017,SYS158382,AV 0061 - Avanta - Male - D/Green - 53 - Full Frame - Rectangle - Sheet,frame,90031100,1,1190.0,1036.93,Jodhpur Sardarpura,Jodhpur Sardarpura
2754275,SYS111660,CK 23117LBI - Calvin Klein - Male - 719 - 54 - Full Frame - Square - Metal,frame,90031100,1,8240.0,6768.7,Delhi Safdarjung Enclave,Delhi Safdarjung Enclave
2752948,SYS170861,AV 251001 - Avanta - Unisex - C1 - 47 - Full Frame - Hexagon - TR,frame,90031100,1,890.0,731.09,Delhi Safdarjung Enclave,Delhi Safdarjung Enclave
798248,SYS142579,AM 106 - Admyra - Male - D/Brown - 50 - Full Frame - Wayfarer - Sheet,frame,90031100,1,2053.13,1791.48,Patna RPS Mod,Patna RPS Mod
434723,SYS106622,AV 531013 - Avanta Kids - kids - MT.Blk - 43 - Full Frame - Square - TR,frame,90031100,1,740.625,375.55,Sikar Police Line Road I Max,Sikar Police Line Road I Max
2752726,SYS170639,AV 75025 - Avanta - Male - Mt.Grey - 48 - Full Frame - Rectangle - TR,frame,90031100,1,990.0,896.98,Jhunjhunu Indra Nagar,Jhunjhunu Indra Nagar
2751914,SYS169903,AV 2070509 - Avanta - Male - Black - 50 - Supra - Rectangle - Metal,frame,90031100,1,690.0,664.84,Ghaziabad Nehru Nagar,Ghaziabad Nehru Nagar
2674339,SYS168344,AV 95007 - Avanta Kids - Kids - D/Purple - 45 - Full Frame - Rectangle - TR,frame,90031100,1,790.0,395.0,Sikar Police Line Road I Max,Sikar Police Line Road I Max
923016,SYS107454,AM FD62010 - Admyra - Female - C2 - 52 - Half Frame - Cat Eye - Metal,frame,90031100,1,2521.875,1260.88,Patiala Randhawa Eye,Patiala Randhawa Eye
995145,SYS115306,AM 101 - Admyra - Female - Purple - 53 - Full Frame - Cat Eye - Sheet,frame,90031100,1,3084.375,1542.12,Patiala Randhawa Eye,Patiala Randhawa Eye
2750580,SYS169604,TL9950902 - T. Hardy - Male - Mix - 48 - Half Frame - Rectangle - Metal,frame,90031100,1,990.0,909.18,Siddipet Gandhi Chowk Krishna Sai,Siddipet Gandhi Chowk Krishna Sai
2676217,SYS2856,SG Opt 1 - Dark cataract - Unisex - Black - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,125.0,125.0,Palwal New Colony,Palwal New Colony
2755735,SYS172426,GG2093S - Gucci - Male - 003 - 54 - Sunglass - Square - Metal,goggles,90041000,1,29100.0,26190.0,Noida MOI,Noida MOI
2669002,SYS2859,SG Opt 4 - Transparent - Unisex - White - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,2,200.0,400.0,Guwahati Rukminigaon TRC,Guwahati Rukminigaon TRC
2755175,SYS171979,AV T003 - Avanta - Male - Transparent - 52 - Full Frame - Square - TR,frame,90031100,1,490.0,443.96,Jhunjhunu Indra Nagar,Jhunjhunu Indra Nagar
2676217,SYS2856,SG Opt 1 - Dark cataract - Unisex - Black - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,125.0,125.0,Palwal New Colony,Palwal New Colony
2669002,SYS2859,SG Opt 4 - Transparent - Unisex - White - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,200.0,200.0,Guwahati Rukminigaon TRC,Guwahati Rukminigaon TRC
2658649,SYS2859,SG Opt 4 - Transparent - Unisex - White - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,200.0,200.0,Gurgaon Sec 29,Gurgaon Sec 29
2751823,SYS2857,SG Opt 2 - Dark cataract - Unisex - Black - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,200.0,200.0,Gurgaon Sec 29,Gurgaon Sec 29
2753714,SYS7579,OB Sport - OMBRA - Unisex - Sunglass - Sport - Sheet,Goggles,90041000,1,1499.0,1499.0,Jaipur Malviya Nagar,Jaipur Malviya Nagar
2753089,SYS171001,AV 1009 - Avanta Kids - Kids - Trans/Green - 42 - Full Frame - Square - TR,frame,90031100,1,890.0,754.77,Palwal New Colony,Palwal New Colony
2750921,SYS144920,SILH 2934/75 - Silhouette - Male - 4510 - 54 - Full Frame - Rectangle - Sheet,frame,90031100,1,27900.0,22377.13,Delhi Safdarjung Enclave,Delhi Safdarjung Enclave
2672566,SYS166955,AV TB6034 - Avanta - Male - C1/5 - 51 - Full Frame - Rectangle - TR,Frame,90031100,1,990.0,916.67,Bahadurgarh Rohtak Delhi Road,Bahadurgarh Rohtak Delhi Road
2674278,SYS168282,AV 95001 - Avanta Kids - Kids - MT.Brown - 43 - Full Frame - Square - TR,frame,90031100,1,790.0,395.0,Sikar Police Line Road I Max,Sikar Police Line Road I Max
2752119,SYS170102,AV 2510010 - Avanta - Male - Black - 47 - Full Frame - Hexagon - Metal,frame,90031100,1,990.0,841.5,Ranchi Kutchery Road,Ranchi Kutchery Road
2752262,SYS170245,AV 259169 - Avanta - Female - Burgundy - 48 - Half Frame - Rectangle - Metal,frame,90031100,1,690.0,637.82,Jhunjhunu Indra Nagar,Jhunjhunu Indra Nagar
2752752,SYS170665,AV 75028 - Avanta - Female - Maroon - 50 - Full Frame - Cat Eye - TR,frame,90031100,1,990.0,891.89,Warangal Hanamkonda Kakathiya,Warangal Hanamkonda Kakathiya
55963,SYS160032,AV 210236 - Avanta Kids - Kids - C1 - 43 - Full Frame - Round - TR,frame,90031100,1,690.0,345.0,Sikar Police Line Road I Max,Sikar Police Line Road I Max
719754,SYS119658,FC 8288 - French Connection - Female - C1 - 50 - Full Frame - Cat Eye - Sheet,frame,90031100,1,4209.38,4209.38,Kolkata AJC Bose Road,Kolkata AJC Bose Road
961597,SYS142421,AM 107 - Admyra - Male - Black - 54 - Full Frame - Rectangle - Sheet,frame,90031100,1,2053.13,1778.59,Rewari Sector 5,Rewari Sector 5
2676217,SYS2856,SG Opt 1 - Dark cataract - Unisex - Black - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,125.0,125.0,Moradabad Kanth Road,Moradabad Kanth Road
56183,SYS160615,AV 202434 - Avanta - Male - Purple - 48 - Full Frame - Rectangle - Metal,frame,90031100,1,690.0,595.25,Hyderabad Banjara Hills Dr Challa,Hyderabad Banjara Hills Dr Challa
2750571,SYS169596,RHCA005 - Regular Supra - Unisex - Mix - 44 - Half Frame - Rectangle - Metal,frame,90031100,1,490.0,490.0,Siddipet Gandhi Chowk Krishna Sai,Siddipet Gandhi Chowk Krishna Sai
53756,SYS159287,AV JP2405 - Avanta - Male - Blk/Blue - 50 - Full Frame - Square - TR,frame,90031100,1,990.0,892.09,Jodhpur Sardarpura,Jodhpur Sardarpura
2751332,SYS117295,SI/30194 - Stepper - Female - F330 - 53 - Full Frame - Cat Eye - Sheet,Frame,90031100,1,8690.0,6952.0,Hyderabad Banjara Hills,Hyderabad Banjara Hills
2751274,SYS78812,SI/3219B - Stepper - Female - F022 - 52 - Rimless - Cat Eye - Titanium,frame,90031100,1,8470.0,6936.31,Delhi Safdarjung Enclave,Delhi Safdarjung Enclave
2750590,SYS169613,A210240 - Alloy - Unisex - Mix - 49 - Full Frame - Round - Metal,frame,90031100,1,890.0,832.37,Siddipet Gandhi Chowk Krishna Sai,Siddipet Gandhi Chowk Krishna Sai
2675016,SYS158381,AV 0061 - Avanta - Male - Trans/Grey - 53 - Full Frame - Rectangle - Sheet,frame,90031100,1,1190.0,1013.03,Jhunjhunu Indra Nagar,Jhunjhunu Indra Nagar
940489,SYS118991,AV 949208 - Avanta - Unisex - Blue - 51 - Full Frame - Round - Metal,frame,90031100,1,928.13,928.13,Siliguri Sevoke Road,Siliguri Sevoke Road
2752263,SYS170246,AV 259169 - Avanta - Female - R/Gold - 48 - Half Frame - Rectangle - Metal,frame,90031100,1,690.0,602.38,Panvel Laxmi Eye,Panvel Laxmi Eye
2752967,SYS170880,AV 251005 - Avanta - Male - C5 - 53 - Full Frame - Square - TR,frame,90031100,1,890.0,812.39,Ranchi Kutchery Road,Ranchi Kutchery Road
2676217,SYS2856,SG Opt 1 - Dark cataract - Unisex - Black - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,125.0,125.0,Guwahati Rukminigaon TRC,Guwahati Rukminigaon TRC
864630,SYS59116,AM T925 - Admyra - Female - C3 - 52 - Full Frame - Square - Metal,frame,90031100,1,553.13,489.18,Jhunjhunu Indra Nagar,Jhunjhunu Indra Nagar
749234,SYS47532,AM 029 - Admyra - Unisex - C21 - 48 - Full Frame - Round - Sheet,frame,90031100,1,1021.88,850.83,Panvel Laxmi Eye,Panvel Laxmi Eye
2750580,SYS169604,TL9950902 - T. Hardy - Male - Mix - 48 - Half Frame - Rectangle - Metal,frame,90031100,1,990.0,896.98,Siddipet Gandhi Chowk Krishna Sai,Siddipet Gandhi Chowk Krishna Sai
2669002,SYS2859,SG Opt 4 - Transparent - Unisex - White - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,200.0,200.0,Delhi Rajouri Garden,Delhi Rajouri Garden
2753714,SYS7579,OB Sport - OMBRA - Unisex - Sunglass - Sport - Sheet,Goggles,90041000,1,1499.0,1400.0,Jaipur Malviya Nagar,Jaipur Malviya Nagar
2755055,SYS171859,AV JS911 - Avanta - Female - C3 - 51 - Full Frame - Cat Eye - TR,frame,90031100,1,1090.0,872.0,Warangal Hanamkonda Kakathiya,Warangal Hanamkonda Kakathiya
2676085,SYS158410,AV 0072HD - Avanta - Female - Purple - 51 - Full Frame - Cat Eye - Sheet,frame,90031100,1,1190.0,1055.35,Delhi Rohini Ring Road Mall,Delhi Rohini Ring Road Mall
2673455,SYS116814,AV BY96006 - Avanta Kids - Kids - C1 - 46 - Full Frame - Round - Pediatric,frame,90031100,1,1390.0,1251.0,Jaipur Vaishali Nagar,Jaipur Vaishali Nagar
2666813,SYS165489,AV 7241 - Avanta - Male - C2 - 53 - Full Frame - Square - Metal,Frame,90031100,1,1790.0,1790.0,Lucknow Hazratganj SAM Eye,Lucknow Hazratganj SAM Eye
2675016,SYS158381,AV 0061 - Avanta - Male - Trans/Grey - 53 - Full Frame - Rectangle - Sheet,frame,90031100,1,1190.0,952.0,Pune Satara Road Jhamwar Eye,Pune Satara Road Jhamwar Eye
2750680,SYS158494,AV 0074 - Avanta - Female - Wine - 51 - Full Frame - Cat Eye - Sheet,frame,90031100,1,1190.0,1100.0,Jhunjhunu Indra Nagar,Jhunjhunu Indra Nagar
2676216,SYS2857,SG Opt 2 - Dark cataract - Unisex - Black - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,200.0,200.0,Delhi Ashok Vihar Phase II,Delhi Ashok Vihar Phase II
2748821,SYS169239,TH 1098 - Tommy Hilfiger - Male - C6 - 55 - Full Frame - Square - Sheet,frame,90031100,1,6600.0,5610.0,Jaipur Malviya Nagar,Jaipur Malviya Nagar
2749868,SYS49040,VO4184I - Vogue - Female - 5075 - 50 - Half Frame - Cat Eye - Metal,frame,90031100,1,4490.0,3600.43,Jodhpur Sardarpura,Jodhpur Sardarpura
373938,SYS144609,AV 0055 - Avanta - Male - Black - 51 - Full Frame - Hexagon - Sheet,frame,90031100,1,1115.63,1071.0,LAJPAT NAGAR,LAJPAT NAGAR
2672606,SYS166995,AV 250902 - Avanta - Female - Maroon - 47 - Full Frame - Cat Eye - TR,frame,90031100,1,990.0,990.0,Lucknow Hazratganj SAM Eye,Lucknow Hazratganj SAM Eye
2755077,SYS171881,AV 25207 - Avanta - Male - Trans/Purple - 53 - Full Frame - Rectangle - TR,frame,90031100,1,890.0,809.09,Jhunjhunu Indra Nagar,Jhunjhunu Indra Nagar
2752846,SYS170759,AV 568805 - Avanta - Female - D.Grey - 50 - Full Frame - Round - TR,frame,90031100,1,890.0,800.79,Jodhpur Pal Road Paliwal Eye,Jodhpur Pal Road Paliwal Eye
2754675,SYS171505,AM RY928701 - Admyra - Male - C3 - 55 - Half Frame - Hexagon - Metal,frame,90031100,1,2490.0,2142.45,Prayagraj Tashkent Marg,Prayagraj Tashkent Marg
2752467,SYS170444,AV 251127 - Avanta - Female - C8 - 50 - Full Frame - Cat Eye - TR,frame,90031100,1,990.0,890.5,Jodhpur Pal Road Paliwal Eye,Jodhpur Pal Road Paliwal Eye
2750608,SYS169631,W110 - Worth Metal - Female - Mix - 48 - Full Frame - Round - Metal,frame,90031100,1,490.0,466.67,Siddipet Gandhi Chowk Krishna Sai,Siddipet Gandhi Chowk Krishna Sai
2674831,SYS168095,AV 8025 - Avanta - Female - Black - 47 - Full Frame - Cat Eye - TR,frame,90031100,1,890.0,810.56,LAJPAT NAGAR,LAJPAT NAGAR
2670428,SYS166436,OB 6247P - OMBRA - Male - C1 - 50 - Sunglass - Square - Sheet,goggles,90041000,1,1190.0,1000.0,Warangal Hanamkonda Kakathiya,Warangal Hanamkonda Kakathiya
2753717,SYS2857,SG Opt 2 - Dark cataract - Unisex - Black - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,200.0,200.0,Jaipur Malviya Nagar,Jaipur Malviya Nagar
2672583,SYS166972,AV 250906 - Avanta - Male - Grey - 50 - Full Frame - Rectangle - TR,frame,90031100,1,990.0,792.0,Pune Satara Road Jhamwar Eye,Pune Satara Road Jhamwar Eye
2752402,SYS170379,AV 81014 - Avanta - Male - Copper - 53 - Supra - Rectangle - Metal,frame,90031100,1,1490.0,1266.5,Badlapur Kulgaon Drishti Eye,Badlapur Kulgaon Drishti Eye
221460,SYS47169,AM 020 - Admyra - Female - C6 - 51 - Full Frame - Cat Eye - Sheet,frame,90031100,1,553.13,475.41,Gorakhpur Mughlaha,Gorakhpur Mughlaha
2753717,SYS2857,SG Opt 2 - Dark cataract - Unisex - Black - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,200.0,200.0,Jaipur Malviya Nagar,Jaipur Malviya Nagar
2755083,SYS171887,AV 25208 - Avanta - Male - Trans/Purple - 49 - Full Frame - Rectangle - TR,frame,90031100,1,890.0,754.77,Jhunjhunu Indra Nagar,Jhunjhunu Indra Nagar
2675432,SYS168628,AV 701015 - Avanta - Male - Blk/Red - 53 - Full Frame - Square - TR,frame,90031100,1,690.0,552.0,Jaipur Malviya Nagar,Jaipur Malviya Nagar
405708,SYS157346,AV 911504 - Avanta - Male - Burgundy - 50 - Supra - Rectangle - Metal,frame,90031100,1,740.63,680.64,Warangal Hanamkonda Kakathiya,Warangal Hanamkonda Kakathiya
2751878,SYS169867,AV 2070501 - Avanta - Male - Purple - 48 - Full Frame - Rectangle - Metal,frame,90031100,1,690.0,559.46,Hyderabad Neo Retina (Abids),Hyderabad Neo Retina (Abids)
2752697,SYS170610,AV 75021 - Avanta - Unisex - Green - 48 - Full Frame - Round - TR,frame,90031100,1,990.0,842.65,Jammu BC Road Rehari Chungi,Jammu BC Road Rehari Chungi
2755293,SYS172096,AV TR7202 - Avanta - Male - MT.Black - 50 - Full Frame - Square - TR,frame,90031100,1,790.0,514.38,Sikar Police Line Road I Max,Sikar Police Line Road I Max
2752195,SYS170178,AV LX2515503 - Avanta - Female - Gun - 49 - Half Frame - Rectangle - Metal,frame,90031100,1,1290.0,1101.22,Jhunjhunu Indra Nagar,Jhunjhunu Indra Nagar
2755322,SYS172125,AV RSA1003 - Avanta - Male - Burgundy - 48 - Full Frame - Rectangle - Metal,Frame,90031100,1,890.0,715.58,Gwalior Lashkar Ratan Jyoti Netralaya,Gwalior Lashkar Ratan Jyoti Netralaya
2675643,SYS168812,AV 6804 - Avanta - Male - Black - 52 - Full Frame - Rectangle - Metal,frame,90031100,1,790.0,671.5,Ghaziabad Nehru Nagar,Ghaziabad Nehru Nagar
2669235,SYS166263,IS26116 - Is Money - Female - Mix - 50 - Full Frame - Round - Metal,frame,90031100,1,890.0,809.09,Siddipet Gandhi Chowk Krishna Sai,Siddipet Gandhi Chowk Krishna Sai
2675317,SYS166800,AV 270812 - Avanta - Male - Black - 50 - Full Frame - Rectangle - TR,frame,90031100,1,790.0,699.12,Prayagraj Tashkent Marg,Prayagraj Tashkent Marg
2754578,SYS152923,AV V27603 - Avanta - Male - C4 - 52 - Supra - Rectangle - Metal,frame,90031100,1,1490.0,1266.5,Kolkata Madhyamgram,Kolkata Madhyamgram
2754574,SYS152980,AV V27601 - Avanta - Male - C4 - 53 - Supra - Rectangle - Metal,frame,90031100,1,1490.0,1205.39,Panvel Laxmi Eye,Panvel Laxmi Eye
2750577,SYS169602,VTB2017 - Vinoj - Female - Mix - 48 - Half Frame - Rectangle - Metal,frame,90031100,1,690.0,690.0,Siddipet Gandhi Chowk Krishna Sai,Siddipet Gandhi Chowk Krishna Sai
2754627,SYS171457,AV JM8807 - Avanta - Female - C5 - 50 - Full Frame - Cat Eye - Metal,frame,90031100,1,1690.0,1098.77,Sikar Police Line Road I Max,Sikar Police Line Road I Max
2753717,SYS2857,SG Opt 2 - Dark cataract - Unisex - Black - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,200.0,200.0,Jodhpur Sardarpura,Jodhpur Sardarpura
2753181,SYS168155,AV 1001 - Avanta Kids - Kids - Trans/Grey - 41 - Full Frame - Rectangle - TR,frame,90031100,1,890.0,786.22,Delhi Rajouri Garden,Delhi Rajouri Garden
2752258,SYS170241,AV 259169 - Avanta - Female - Gold - 48 - Half Frame - Rectangle - Metal,frame,90031100,1,690.0,662.12,Panvel Laxmi Eye,Panvel Laxmi Eye
2666813,SYS165489,AV 7241 - Avanta - Male - C2 - 53 - Full Frame - Square - Metal,frame,90031100,1,1790.0,1572.11,Lucknow Hazratganj SAM Eye,Lucknow Hazratganj SAM Eye
